youtube_id,channel_id,channel_name,language
LmTGmLyT-FY,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
oHHBLSSctoc,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
hzPYf50SMQI,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
4YMUknTmX8c,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
jWPxkB7GaBQ,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
k0B2WHCfjWc,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
tlPBTI_8BgA,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
Df0qyYPl0NY,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
OXXKE4sN-4Y,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
1tA7ColD8IQ,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
dVtIIjm4lSQ,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
MfNt44pFo9o,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
QRl9nf5H0tk,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
1MxYWwouFPM,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
3AsVx9kSDKA,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
j33DOxIkOp0,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
ND4ZDNud5i4,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
isrFRo-tpYI,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
AjRS5prlAjc,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
0VKvqscv8Fo,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
9FCYGbOWk4w,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
m_JO7oqBLFE,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
kJkVegBsNyE,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
SrTCopLikz0,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
fLA9Vark-TI,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
XefFRvawaYI,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
KQjud8VCTYc,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
rb-uByeb9Dc,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
xJ0m_0v6fQk,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
ah9zSOj30yM,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
gt5KxxmIUfE,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
FgzQ7ufUbmk,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
yr7WCLdLrT4,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
Zp4To9tIo6o,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
Jm30q_eNrc4,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
MG22iFL-VgE,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
QVbZymDrcn0,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
9s0V62Q5__g,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
QwC1549HnNI,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
w5KRawOXy4U,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
h6zdpgwyGOM,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
g9owdmL2UWQ,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
FgWgsstTx-8,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
a2pQK_Hvbmg,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
kNSv7DF5QrY,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
f4RGU2jXQiE,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
1hRMH1jGPG0,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
Xdr4FfIn-DM,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
KoBfqvSZN7c,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
HO7ECuUtswc,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
MNA4KUcjBdE,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
6nBs_yRqg4w,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
W1ZQ4JBv3-Y,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
EDD360PgDRg,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
hEonHrgZAmM,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
FqOUejbG4jg,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
sdoqnYtR974,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
hHuMs-S1_UI,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
g4BiI0JsnR8,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
aOBqb817gJE,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
AAJojRJXIV8,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
b7OzSbNsrGE,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
d0VzdkgX2aI,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
yvSmPqqZB3Q,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
uQbIwcug8TM,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
Eke2rhHBzjU,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
mnNebVdiJoo,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
N5yezgYQTMA,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
MP6MVLWuNZQ,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
qbgwKTrpWXM,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
TDXrH_lJL4E,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
YTjACd1ybYM,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
0N7iON1ZY_c,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
H1XKLU8GaMo,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
MBnbnuFQZKk,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
88QkWS2upTM,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
kCvtpmtS0uE,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
SAjNLo5Ui-E,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
OVUUoKeboEk,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
mh-KCsL6Dew,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
fAGfJ4YjVus,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
m1kz0fFznYA,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
LDr7gG28MVg,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
FQQpKlgnI_Y,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
3-f7aSY1ziE,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
hI9i687d44k,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
fYKyyQta_3w,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
J3GsHp1pcyk,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
ujtVuTlKm9I,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
hBLRfgFT7Xc,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
bfrHoGlFLwk,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
nQ365jzwk5w,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
ReSi_kPTNIc,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
SYRpXZjkHlU,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
6BLtqLL1fTA,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
dmvJaEavleQ,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
POveZd6lwNQ,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
5WM-Hzm0GoY,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
VgziDyPSUog,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
oI7iPb3qtZM,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
vhxqaV6-KZ4,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
QhvbAz-dG9w,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
XXFVpwecixY,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
pRAfz6E_jSs,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
krCl4d3N5dk,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
lEIGjXbtQwY,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
YKuoPBbh58Y,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
VZg9P9-Avxc,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
gbrkC-qS7hE,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
FQl4T3n3c5A,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
VUEWZ2NV81M,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
499R500kHOs,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
SbAxa-_3h6E,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
Trdiuopaj8I,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
4oDR9XRNShI,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
svvfzETPmNg,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
kQFKYp0p8po,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
fAkatc0Djfc,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
qLPOmtI4W9I,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
eE-MnBKMiA4,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
CcuZD0A7RwM,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
iIDWXNlVUaA,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
WYRNBZOKp_M,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
ayemv0XMfxw,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
39zMSk2Jh2I,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
BJ3jr35MPX4,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
3IFuv1AVouM,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
tzsOJ9M6WqA,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
hHM_rhdkjzs,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
OhT9jwZu9Vw,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
PcvH1eOjOVs,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
EXAddOhCYBI,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
BRzwNycQTok,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
_Unr3Eu8Rpc,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
9TA86wFjRqU,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
QaOCQCQGkEE,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
igGsuDYxhEA,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
JGLRdAPPnMI,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
kUlA3cBhApw,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
k-_Z6p5cjKg,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
mkktE_fs4NA,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
T6MiSdYjPrQ,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
rDKiNwTwaNw,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
1eF5_qWXf14,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
zF7U0rcwb4o,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
MXDd5-Wtv3k,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
7kpGNMXNA9s,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
BCVVbnhfAFg,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
jL7U1xgYz6w,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
RaELad94KZs,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
z6oqPB07X3o,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
w_wRuAIEsO8,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
Xwm3572S_6I,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
YPxO20413M4,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
B3INp81NimE,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
3cbHPqZMvHU,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
Iy1AvH9y9g8,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
vf3p-HVjv0M,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
u0ZgedSFMJ8,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
01eufoHB6QM,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
c5bY7_MuOSk,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
Ml0dTQrMRZ0,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
Q3SSdKf1TrE,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
Kivq1yQghjw,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
9b6BgQ8E2Ak,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
9TSiRWs81tk,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
ctUiqrKA6JQ,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
IaZ10VlSoZs,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
WCeSP8bqY1w,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
PMpCwU0viRg,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
XMH8UwcoBYo,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
OVwi3YdBvsA,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
P674CG9mOTs,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
UlUuJ-8R5JU,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
gY1-ygBJKwU,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
uaX5TczrKZo,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
hW1tDIWYcag,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
vPr0TAn5NjY,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
fYclgjA9DO4,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
RQ1I5nxExuw,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
b7s7VTSkvbY,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
xAH_hBw2ZVw,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
AWCBXZSU1-M,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
nNa8QFXweOM,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
IqzaMlEKbMU,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
tSOM4VODEDY,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
c1sLQ4rPOBs,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
AFXi6fesq34,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
1gosJ0fglqA,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
rxcxivQjFw0,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
AvaYUFpDyUk,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
00LeawWgZYk,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
-NoyixMsJCg,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
9-k0GYhbutY,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
fik9jHNP36o,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
Nq4n0CeocZY,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
oWp10b9v9iI,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
3qicwiqkIbg,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
IWvI8LmnYDM,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
vOUx_BJOLG0,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
h2nckuCkjmE,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
yLI3PIjYnFM,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
iITlM1JqWKk,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
OCqCrVKsI3Y,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
4JG7KEjjSpU,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
2fL4F36QLm4,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
9mf8VTjfnPM,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
todL1n4Tnb0,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
vWWqjJKTnhE,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
pttBYV7ayuU,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
OmEusUV75Io,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
SF0YkmGT_rw,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
yzgwCHDD0Lc,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
I1pNFrEwiTU,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
w3mryEwK914,UCSaVoRErW4kqKsDqExs2MXA,SciOne,ru
ZkhPthN2iBw,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
gbUsOEMTWY4,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
JZCPwmJRTvY,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
gXi_ok8B6Pc,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
0fB6ghNeDTA,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
6w6RtkdAfq8,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
t8-jsWFhHDw,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
ETMv-rOy0Us,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
i8TPlf4g5Po,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
LM8oaRe-Sbs,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
Cj9D9cDNV0s,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
WLTE6m02_Iw,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
P4tp2EpVSH8,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
YuEpUVYhn6g,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
6maMXHgztxs,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
e-6b1yF5Uvc,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
2Pbb3kAOoJE,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
pLrXa0VF6ig,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
pp-JHB6EVug,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
kQsKMT89Qa8,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
dliqy2ApIvo,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
P_7HrOqVgaY,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
b77XHoj3gSY,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
1ZJjU5IRSDw,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
aTb4s8IWTXw,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
aOAyGYKrb9A,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
QSZLguGNwn4,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
VZS6DLEO2TU,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
YHJpeWFiy00,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
m2pX0-ENi2k,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
Zlq-yhwiSv4,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
6bdEG9e-v3c,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
ufkr_DDB8kE,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
hn6TV6rmSUA,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
kl88qUVq8No,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
S_ury-gNOEM,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
fPlY88Cr7bQ,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
XJKd1SeNXlA,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
fblZ5QZRcak,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
D3doNhw2WRc,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
FDd7sofROA4,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
bHuOyHI1C68,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
yWF631OLTnw,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
z0qzNc3WKy4,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
fFOxjWEtogw,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
ePmtKSLejcI,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
dCCJFw4FK7s,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
aoWkiFUS3c4,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
MwwqDBb4gUU,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
poMoXoyxOhw,UCbABbAruMvOiidG7lsxHLyg,Чердак,ru
Cw1TCPio6Gk,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
CWs3LilbsWU,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
kgInT8hbDuQ,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
gmXBO5qpnCI,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
7dzUQq7re0k,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
nUQ_Sh8kYQk,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
HiwjXGjbPD4,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
4SVGKxGzCpo,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
BWlWI3LOO7k,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
n_PgzfK9n3M,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
uT-UGTQd6zQ,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
Ha_soNGADMY,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
WzDdDmGJMHg,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
UxICSISX3JI,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
Kat-KOLa0_0,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
pAUqodcXyWQ,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
XE8HwwNqHG4,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
6KY-oB2i9lo,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
-W6gzG7ZwGk,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
3E0gZqaqHDU,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
IOx4IXi1VOU,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
LiL5OODX4kI,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
hxUysR64h6s,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
pZI0TEAhW54,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
mtOthaqmB3Y,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
VwzDWyTMr0o,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
kUzDDZ1w-h0,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
0cGsTB-tQnA,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
Q7ZAeyAA0AE,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
0iyD6RP7g2I,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
pPdyVIZXaU0,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
klcDNPdT9jY,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
2zuSwtl2mn0,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
gGDSLKRW0gM,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
1FtLUdozmfA,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
I4pgO3U5luY,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
XyFfCDzBUjs,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
obeGF1cZgUM,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
NZ7mVGejsFE,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
AqwfbUbKw1I,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
QtPqyscrn60,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
XnLA7cHEVeM,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
o850zYYnEck,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
1DFoerGaHtk,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
u7XKAWJO5tg,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
yQxWSNaEdi4,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
CjwNe2gh-6o,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
7uA0_p4NbBo,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,en
